"formulaRank"	"molecularFormula"	"adduct"	"precursorFormula"	"NPC#pathway"	"NPC#pathway Probability"	"NPC#superclass"	"NPC#superclass Probability"	"NPC#class"	"NPC#class Probability"	"ClassyFire#superclass"	"ClassyFire#superclass probability"	"ClassyFire#class"	"ClassyFire#class Probability"	"ClassyFire#subclass"	"ClassyFire#subclass Probability"	"ClassyFire#level 5"	"ClassyFire#level 5 Probability"	"ClassyFire#most specific class"	"ClassyFire#most specific class Probability"	"ClassyFire#all classifications"	"ionMass"	"retentionTimeInSeconds"	"retentionTimeInMinutes"	"formulaId"	"alignedFeatureId"	"mappingFeatureId"	"overallFeatureQuality"
2	"C18H30O2"	"[M + H]+"	"C18H31O2+"	"Fatty acids"	1.000	"Fatty Acids and Conjugates"	0.975	"Unsaturated fatty acids"	0.973	"Lipids and lipid-like molecules"	0.990	"Fatty Acyls"	0.987	"Lineolic acids and derivatives"	0.696			"Lineolic acids and derivatives"	0.696	"Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Straight chain fatty acids; Unsaturated fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	279.232	1092	18.196	"673189618137238939"	"673151048021932989"	"2080"	
1	"C18H32O3"	"[M + H]+"	"C18H33O3+"	"Fatty acids"	1.000	"Octadecanoids"	0.880	"Other Octadecanoids"	0.947	"Lipids and lipid-like molecules"	0.991	"Fatty Acyls"	0.986	"Lineolic acids and derivatives"	0.632			"Lineolic acids and derivatives"	0.632	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	297.242	1092	18.196	"673189620582518508"	"673151048042904514"	"2081"	
1	"C18H36O5"	"[M + H]+"	"C18H37O5+"	"Fatty acids"	0.999	"Octadecanoids"	0.917	"Other Octadecanoids"	0.911	"Lipids and lipid-like molecules"	0.996	"Fatty Acyls"	0.994	"Fatty acids and conjugates"	0.967	"Long-chain fatty acids"	0.917	"Long-chain fatty acids"	0.917	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Polyols; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	333.263	1092	18.198	"673189578408785651"	"673151048089041868"	"2083"	
1	"C34H46N2O7"	"[M + K]+"	"C34H46KN2O7+"	"Polyketides"	0.830	"Linear polyketides"	0.679	"Ansa macrolides"	0.493	"Organic acids and derivatives"	0.998	"Carboxylic acids and derivatives"	0.984	"Carboxylic acid derivatives"	0.960	"Carboxylic acid amides"	0.841	"Secondary carboxylic acid amides"	0.811	"Organic compounds; Organoheterocyclic compounds; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Methyl esters; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	633.292	1095	18.245	"673189680309413982"	"673151048114207697"	"2084"	
1	"C35H40N4O8"	"[M + H]+"	"C35H41N4O8+"	"Alkaloids"	0.967	"Tryptophan alkaloids"	0.340	"Carboline alkaloids"	0.186	"Organoheterocyclic compounds"	0.985	"Tetrapyrroles and derivatives"	0.952					"Tetrapyrroles and derivatives"	0.952	"Organic compounds; Organoheterocyclic compounds; Pyrroles; Alkyl aryl ethers; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Tetrapyrroles and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Substituted pyrroles; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Methyl esters; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	645.292	1097	18.281	"673190053300530170"	"673151048135179222"	"2085"	
1	"C22H34O9"	"[M - H2O + H]+"	"C22H33O8+"	"Terpenoids"	0.613	"Apocarotenoids"	0.289	"Secoiridoid monoterpenoids"	0.304	"Organic oxygen compounds"	1.000	"Organooxygen compounds"	1.000	"Carbohydrates and carbohydrate conjugates"	0.964	"Glycosyl compounds"	0.769	"O-glycosyl compounds"	0.757	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	425.217	1101	18.342	"673189632511119972"	"673151048202288096"	"2087"	
2	"C21H36O10"	"[M + Na]+"	"C21H36NaO10+"	"Polyketides"	0.522	"Macrolides"	0.232	"Open-chain polyketides"	0.144	"Lipids and lipid-like molecules"	0.696	"Fatty Acyls"	0.582					"Fatty Acyls"	0.582	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Polyols; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	471.220	1101	18.348	"673189645672847856"	"673151048240036837"	"2088"	
1	"C20H24O7"	"[M - H2O + H]+"	"C20H23O6+"	"Terpenoids"	0.904	"Sesquiterpenoids"	0.371	"Quassinoids"	0.172	"Lipids and lipid-like molecules"	0.578	"Prenol lipids"	0.416	"Terpene lactones"	0.638			"Terpene lactones"	0.638	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Gamma butyrolactones; Terpene lactones; Cyclic alcohols and derivatives; Carbonyl compounds; Benzenoids; Tetrahydrofurans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	359.149	1104	18.392	"673189639444304779"	"673151048265202666"	"2089"	
1	"C19H20N6O6"	"[M - H2O + H]+"	"C19H19N6O5+"	"Alkaloids"	0.708	"Anthranilic acid alkaloids"	0.375	"Quinazoline alkaloids"	0.279	"Benzenoids"	0.960	"Benzene and substituted derivatives"	0.778					"Benzene and substituted derivatives"	0.778	"Organic compounds; Organoheterocyclic compounds; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Diazines; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	411.141	1104	18.392	"673189648885684868"	"673151048294562799"	"2090"	
1	"C15H14O5"	"[M - H2O + H]+"	"C15H13O4+"	"Shikimates and Phenylpropanoids"	0.999	"Flavonoids"	0.967	"Flavanones"	0.922	"Phenylpropanoids and polyketides"	0.989	"Flavonoids"	0.959	"Hydroxyflavonoids"	0.964	"5-hydroxyflavonoids"	0.970	"5-hydroxyflavonoids"	0.970	"Organic compounds; Organoheterocyclic compounds; Ketones; Benzopyrans; Alkyl aryl ethers; Phenols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Flavans; Flavanones; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Aryl ketones; Aryl alkyl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities"	257.081	1104	18.396	"673189583379037505"	"673151048319728628"	"2091"	
1	"C22H24O11"	"[M - H2O + H]+"	"C22H23O10+"	"Shikimates and Phenylpropanoids"	0.909	"Flavonoids"	0.748	"Flavanones"	0.262	"Phenylpropanoids and polyketides"	0.813	"Flavonoids"	0.561					"Flavonoids"	0.561	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Ketones; Alcohols and polyols; Phenols; Benzoic acids and derivatives; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Benzoyl derivatives; Organooxygen compounds; Flavonoids; Carboxylic acid derivatives; Carboxylic acid esters; Hydroxybenzoic acid derivatives; Benzoic acid esters; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Aryl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; p-Hydroxybenzoic acid esters; p-Hydroxybenzoic acid alkyl esters; Chemical entities"	447.128	1104	18.396	"673189579461556356"	"673151048344894457"	"2092"	
1	"C35H40N4O8"	"[M + H]+"	"C35H41N4O8+"	"Alkaloids"	0.941	"Tryptophan alkaloids"	0.123	"Carboline alkaloids"	0.074	"Organoheterocyclic compounds"	0.986	"Tetrapyrroles and derivatives"	0.970	"Bilirubins"	0.606			"Bilirubins"	0.606	"Organic compounds; Organoheterocyclic compounds; Pyrroles; Pyrrolines; Alkyl aryl ethers; Anisoles; Lactams; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Tetrapyrroles and derivatives; Bilirubins; Secondary carboxylic acid amides; Carbonyl compounds; Substituted pyrroles; Phenol ethers; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	645.291	1105	18.412	"673189627129827399"	"673151048370060286"	"2093"	
1	"C35H40N4O8"	"[M + Na]+"	"C35H40N4NaO8+"	"Alkaloids"	0.769	"Tryptophan alkaloids"	0.598	"Pyrroloquinoline alkaloids"	0.131	"Organic acids and derivatives"	0.979	"Carboxylic acids and derivatives"	0.941	"Amino acids, peptides, and analogues"	0.551	"Amino acids and derivatives"	0.552	"Amino acids and derivatives"	0.552	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Benzenoids; Amines; Methyl esters; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	667.273	1105	18.416	"673189603884993312"	"673151048395226115"	"2094"	
1	"C17H28N6O8"	"[M - H2O + H]+"	"C17H27N6O7+"	"Carbohydrates"	0.935	"Pseudoalkaloids (transamidation)"	0.802	"Purine nucleosides"	0.715	"Organic oxygen compounds"	1.000	"Organooxygen compounds"	0.996	"Carbohydrates and carbohydrate conjugates"	0.867	"Glycosyl compounds"	0.761	"Glycosylamines"	0.716	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Azoles; Aminopyrimidines and derivatives; Diazines; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Glycosyl compounds; Glycosylamines; Polyols; Substituted imidazoles; Amines; Primary amines; Secondary alkylarylamines; 6-aminopurines; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	427.194	1106	18.427	"673189579969067230"	"673151048420391944"	"2095"	
1	"C13H16O4"	"[M - H2O + H]+"	"C13H15O3+"	"Shikimates and Phenylpropanoids"	0.382	"Sesquiterpenoids"	0.138	"Cinnamic acids and derivatives"	0.065	"Organoheterocyclic compounds"	0.923	"Benzodioxoles"	0.629					"Benzodioxoles"	0.629	"Organic compounds; Organoheterocyclic compounds; Ketones; Ethers; Benzodioxoles; Organooxygen compounds; Acetals; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl alkyl ketones; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	219.101	1108	18.462	"673189622914551717"	"673151048441363469"	"2096"	
1	"C12H22N6O4"	"[M - H2O + H]+"	"C12H21N6O3+"	"Carbohydrates"	0.917	"Nucleosides"	0.937	"Purine nucleosides"	0.761	"Organic acids and derivatives"	0.544	"Carboxylic acids and derivatives"	0.460	"Amino acids, peptides, and analogues"	0.569	"Amino acids and derivatives"	0.568	"Amino acids and derivatives"	0.568	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Amino acids and derivatives; Azoles; Aminopyrimidines and derivatives; Diazines; Imidazopyrimidines; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; 6-aminopurines; Imidolactams; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	297.167	1110	18.501	"673189585170005548"	"673151048487500823"	"2099"	
3	"C30H34O18"	"[M + K]+"	"C30H34KO18+"	"Shikimates and Phenylpropanoids"	0.889	"Flavonoids"	0.915	"Chalcones"	0.369	"Phenylpropanoids and polyketides"	0.923	"Flavonoids"	0.837	"Flavonoid glycosides"	0.806	"Flavonoid O-glycosides"	0.683	"Flavonoid O-glycosides"	0.683	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Ketones; Alcohols and polyols; Phenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Primary alcohols; Benzoyl derivatives; Organooxygen compounds; Flavonoids; Pyrogallols and derivatives; Flavonoid glycosides; Carboxylic acid esters; Gallic acid and derivatives; Benzenetriols and derivatives; Benzoic acid esters; Monosaccharides; Flavonoid O-glycosides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 4'-hydroxyflavonoids; Linear 1,3-diarylpropanoids; 2'-Hydroxy-dihydrochalcones; Cinnamylphenols; Galloyl esters; Aryl ketones; Aryl alkyl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Phenylketones; Alkyl-phenylketones; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; p-Hydroxybenzoic acid esters; p-Hydroxybenzoic acid alkyl esters; Chemical entities"	721.139	1113	18.542	"673189618531503571"	"673151048512666652"	"2100"	
1	"C29H32O14"	"[M - H2O + H]+"	"C29H31O13+"	"Shikimates and Phenylpropanoids"	0.920	"Phenolic acids (C6-C1)"	0.755	"Gallotannins"	0.732	"Benzenoids"	0.992	"Benzene and substituted derivatives"	0.984	"Benzoic acids and derivatives"	0.965	"Hydroxybenzoic acid derivatives"	0.933	"Galloyl esters"	0.947	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Phenols; Benzoic acids and derivatives; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Pyrogallols and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Hydroxybenzoic acid derivatives; Gallic acid and derivatives; Benzenetriols and derivatives; Benzoic acid esters; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Galloyl esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; m-Hydroxybenzoic acid esters; p-Hydroxybenzoic acid esters; p-Hydroxybenzoic acid alkyl esters; Chemical entities"	587.176	1114	18.570	"673189633660359349"	"673151048533638177"	"2101"	
1	"C12H18O"	"[M - H2O + H]+"	"C12H17+"	"Terpenoids"	0.869	"Monoterpenoids"	0.465	"Pinane monoterpenoids"	0.222	"Lipids and lipid-like molecules"	0.521							"Lipids and lipid-like molecules"	0.521	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organooxygen compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	161.132	1115	18.584	"673189599405475812"	"673151048558804006"	"2102"	
1	"C12H20O2"	"[M + H]+"	"C12H21O2+"	"Fatty acids"	0.998	"Fatty Acids and Conjugates"	0.924	"Unsaturated fatty acids"	0.890	"Lipids and lipid-like molecules"	0.732	"Fatty Acyls"	0.754	"Fatty acids and conjugates"	0.689	"Straight chain fatty acids"	0.516	"Straight chain fatty acids"	0.516	"Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Straight chain fatty acids; Unsaturated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	197.154	1115	18.584	"673189583894936977"	"673151048583969835"	"2103"	
1	"C12H20O2"	"[M - H2O + H]+"	"C12H19O+"	"Fatty acids"	0.999	"Fatty Acids and Conjugates"	0.902	"Unsaturated fatty acids"	0.831	"Lipids and lipid-like molecules"	0.889	"Fatty Acyls"	0.921	"Fatty acids and conjugates"	0.894	"Straight chain fatty acids"	0.589	"Straight chain fatty acids"	0.589	"Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Straight chain fatty acids; Unsaturated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	179.143	1115	18.591	"673189580543687036"	"673151048609135664"	"2104"	
